"id","userid","tweettext","haslinks","hastags","is_retweet","totalretweets","tweeton","creationdate","class","jobid","coordinate"
"1487730448877109248","128641833","RT @Penyair_Berdiri: Nusantara adalah nama Ibu Kota Negara baru Indonesia. Pembangunan untuk mewujudkannya sudah digiatkan &amp; sah sesuai UU…","","","false","19","2022-01-30 10:12:34","2022-01-31","negatif","3",""
"1487729646535954434","1219063624699768832","RT @Zeynab46: 8 prinsip Ibu Kota Negara (IKN) | #DukungIbuKotaNusantara | Nusantara
--------
Viral Vidio Gundam Zombie Menteri Faisal Page…","","DukungIbuKotaNusantara","false","11","2022-01-30 10:09:23","2022-01-31","negatif","3",""
"1487729313013186567","1219063624699768832","RT @kimikimberl18: Dewan Perwakilan Rakyat (DPR) yang telah menyetujui Rancangan Undang-Undang tentang Ibu Kota Negara (RUU IKN) menjadi Un…","","","false","7","2022-01-30 10:08:03","2022-01-31","negatif","3",""
"1487729028471701508","1172414281788227584","Nusantara (Indonesian pronunciation: [nusanˈtara]), officially the National Capital of Nusantara (Indonesian: Ibu Kota Negara Nusantara or IKN Nusantara), is the proposed capital of Indonesia, set to be inaugurated in 2024. #DukungIbuKotaNusantara","","DukungIbuKotaNusantara","false","0","2022-01-30 10:06:55","2022-01-31","tdk-relevan","3",""
"1487728714297356288","1172414281788227584","Ibu Kota Negara (IKN) Indonesia resmi akan berpindah dari DKI Jakarta ke Nusantara, Kalimantan Timur. #DukungIbuKotaNusantara","","DukungIbuKotaNusantara","false","0","2022-01-30 10:05:40","2022-01-31","negatif","3",""
"1487728527386546176","1468180662679220226","RT @Zeynab46: 8 prinsip Ibu Kota Negara (IKN) | #DukungIbuKotaNusantara | Nusantara
--------
Viral Vidio Gundam Zombie Menteri Faisal Page…","","DukungIbuKotaNusantara","false","11","2022-01-30 10:04:56","2022-01-31","negatif","3",""
"1487727331003318272","1172059682568990720","Secara resmi Ibu Kota baru Indonesia bernama Ibu Kota Negara Nusantara atau IKN Nusantara.
#DukungIbuKotaNusantara https://t.co/i3TbDBzffn","","DukungIbuKotaNusantara","false","0","2022-01-30 10:00:11","2022-01-31","negatif","3",""
"1487726071902519299","1172059682568990720","RT @Aqilacute10: Presiden Jokowi memilih Nusantara untuk menjadi nama ibu kota negara (IKN) baru yang berlokasi di Kabupaten Penajam Paser…","","","false","2","2022-01-30 09:55:10","2022-01-31","negatif","3",""
"1487725524197720064","1170260994536497154","Presiden Jokowi memilih Nusantara untuk menjadi nama ibu kota negara (IKN) baru yang berlokasi di Kabupaten Penajam Paser Utara, Kalimantan Timur (Kaltim).

#DukungIbuKotaNusantara","","DukungIbuKotaNusantara","false","2","2022-01-30 09:53:00","2022-01-31","negatif","3",""
"1487724948928221184","1397625298917765120","RT @Naiyana_12: Gubernur Kalimantan Timur (Kaltim) Isran Noor menegaskan masyarakat Kaltim mendukung pembangunan Ibu Kota Negara (IKN) Nusa…","","","false","1","2022-01-30 09:50:43","2022-01-31","tdk-relevan","3",""
"1487724766069145601","3150935910","https://t.co/sus0NUVhzZ.

JAKARTA — Ketua Umum PBNU KH Yahya Cholil Staquf @YahyaCStaquf resmi mencanangkan pembangunan kantor baru PBNU di Ibu Kota Negara (IKN) di  Kalimantan Timur. PBNU juga akan membangun rumah sakit, pesantren, dan perguruan tinggi.

@Official_Ansor","nasional.okezone.com/read/2022/01/3…","","false","3","2022-01-30 09:49:59","2022-01-31","negatif","3",""
"1487724394340581377","1289822864745484288","Gubernur Kalimantan Timur (Kaltim) Isran Noor menegaskan masyarakat Kaltim mendukung pembangunan Ibu Kota Negara (IKN) Nusantara.  #DukungIbuKotaNusantara","","DukungIbuKotaNusantara","false","1","2022-01-30 09:48:30","2022-01-31","positif","3",""
